;t2;t2;t2;t2;;t7;t7;t7;t7;;t8;t8;t8;t8;;t10;t10;t10;t10;;t11;t11;t11;t11;;t12;t12;t12;t12;;t13;t13;t13;t13;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g3821;0.11;0.09;-0.36;-0.21;g3821;-0.09;0.22;-0.08;0.14;g3821;-0.11;-0.03;-0.1;0.22;g3821;-0.08;-0.24;0.32;-0.01;g3821;-0.02;0.08;0.12;0.14;g3821;0.08;-0.11;0.19;0.13;g3821;-0.17;-0.04;0.09;-0.11
g3824;-0.22;0.25;0.2;0.13;g3824;0.11;0.17;-0.28;-0.11;g3824;0.15;-0.4;-0.02;-0.15;g3824;0.11;-0.34;-0.24;0.2;g3824;0.1;0.12;-0.11;-0.39;g3824;0;-0.26;-0.3;-0.49;g3824;-0.33;0.03;-0.16;-0.22
g3843;-0.09;-0.74;-0.5;-0.14;g3843;0.52;0.09;0.1;-0.22;g3843;-0.09;0.96;0.57;-0.26;g3843;-0.32;0.53;0.04;0.04;g3843;-0.18;0.18;0.4;-0.16;g3843;0.31;0.24;0.55;0.4;g3843;-0.25;-0.47;-0.3;0.24
g3866;0.21;-0.3;-0.24;-0.12;g3866;0.1;-0.05;0.41;0.03;g3866;0.07;0.28;0.02;-0.08;g3866;-0.31;-0.12;-0.07;0.23;g3866;-0.27;0.13;-0.15;-0.16;g3866;0.05;-0.88;-0.13;-0.19;g3866;-0.4;-0.15;0.1;-0.14
g3877;-0.24;0.18;0.04;0.28;g3877;-0.09;0.36;-0.06;0.32;g3877;0.32;0.11;-0.44;0.14;g3877;0.23;-0.12;0.08;-0.33;g3877;-0.22;0.34;0;-0.01;g3877;0.16;-0.26;-0.33;-0.33;g3877;-0.15;0.23;0.13;-0.36
g3898;-0.19;0.05;-0.19;0.05;g3898;0.01;0.13;-0.21;0.02;g3898;0.29;0.08;0.03;0.13;g3898;0.25;-0.16;0.21;0.02;g3898;0.19;-0.13;-0.06;0.12;g3898;-0.13;-0.27;0.02;0.2;g3898;-0.38;-0.04;0;0.09
g3921;0.23;0.53;-0.16;0.13;g3921;0.14;0;-0.26;-0.01;g3921;-0.18;0.93;-0.04;-0.43;g3921;-0.13;0.81;0.36;0.18;g3921;-0.13;0;-0.1;-0.67;g3921;-0.1;0.7;-0.13;-0.32;g3921;-0.36;0;0;-0.11
g3930;0.35;-0.16;-0.04;-0.11;g3930;0.06;0.33;-0.28;0.08;g3930;0.01;-0.02;0.35;0.25;g3930;-0.2;-0.23;-0.47;0.16;g3930;-0.07;-0.44;0.17;0.19;g3930;0.03;-0.4;0.3;-0.21;g3930;0.17;-0.25;-0.62;0.22
g4009;0.3;0.18;-0.01;-0.31;g4009;0.03;0.26;-0.07;0.07;g4009;-0.03;-0.25;-0.02;0.16;g4009;-0.15;-0.23;0.42;-0.06;g4009;0.1;0.06;0.05;0.52;g4009;0.06;-0.14;0.24;0.47;g4009;-0.19;0.11;-0.63;0.17
g4087;0.13;0.31;-0.1;-0.11;g4087;-0.48;-0.01;0.2;0.04;g4087;0.04;-0.1;0.15;-0.11;g4087;0.09;-0.03;-0.22;0.35;g4087;0;0.41;-0.03;0.24;g4087;0.27;-0.8;0.09;0;g4087;-0.02;0.29;-0.11;0.32
g4141;0.39;-0.35;-1.29;-0.23;g4141;-0.17;0;-0.15;-0.17;g4141;-0.13;0.11;-0.49;0.06;g4141;-0.13;0.09;-0.1;-0.01;g4141;0.21;0.13;-0.33;0.07;g4141;-0.07;-0.08;0.33;-0.33;g4141;-0.33;0.01;0.45;0.19
g4216;-1.44;-1.05;1.04;-0.34;g4216;-0.01;-0.34;-0.8;-0.13;g4216;0.73;0.56;-0.11;-0.37;g4216;0.82;-0.07;-0.49;0.48;g4216;0.44;-0.28;-0.65;-0.22;g4216;0.75;-0.52;-0.49;-0.75;g4216;0.29;-0.41;0;-0.22
g4227;0.48;0.63;-0.85;-0.18;g4227;-0.03;0;0.28;0.09;g4227;-0.13;-0.72;0.19;0.1;g4227;-0.29;1.2;-0.44;0.21;g4227;0.3;0.04;0.23;0;g4227;0.05;-0.32;0.29;-0.28;g4227;-0.25;0.66;0.4;0.14
g4294;-0.04;-0.14;0.18;0.1;g4294;0.16;0.3;0.59;0.04;g4294;0.02;0.26;-0.05;-0.1;g4294;-0.12;-0.12;0.02;0.28;g4294;0.03;-0.12;-0.26;-0.16;g4294;0.24;-0.48;-0.31;-0.51;g4294;-0.21;-0.05;0;-0.01
g4426;0.19;-0.08;-0.02;-0.31;g4426;-0.06;-0.01;0.21;-0.09;g4426;0.09;-0.42;-0.04;0.38;g4426;0.19;-0.26;0.15;-0.48;g4426;-0.06;0.28;0.34;0.59;g4426;0.15;-0.19;0.35;0.5;g4426;-0.36;0.32;-0.04;0.17
g4452;-0.19;0.26;-0.48;-0.33;g4452;-0.08;0.1;0.07;0.28;g4452;-0.08;0.04;0.08;0.33;g4452;-0.14;-0.09;0.08;0.07;g4452;-0.15;0.35;0.34;0.16;g4452;0.04;-0.59;0.3;0.13;g4452;-0.06;0.12;0.37;0.15
g4481;0;0;0;0;g4481;0;0;0;0;g4481;0;0;0;0;g4481;0;-0.41;1.25;0;g4481;0;0;0.51;0;g4481;0;0.84;-0.07;0;g4481;0;0;0.93;0
g4511;0.1;0.12;0.09;0.11;g4511;0.07;0.04;0;-0.02;g4511;0.02;-0.14;-0.02;-0.11;g4511;-0.24;-0.42;-0.18;-0.11;g4511;-0.09;0.15;-0.07;0;g4511;0.04;-0.47;-0.11;-0.07;g4511;-0.45;-0.1;-0.19;0.23
g4543;-0.08;-0.64;-0.05;0.12;g4543;0.14;0.17;0.34;-0.01;g4543;-0.02;0.4;0.24;0;g4543;-0.32;-0.43;0.37;-0.05;g4543;-0.21;0.11;-0.06;0.1;g4543;0.07;0.35;-0.28;0.4;g4543;-0.34;0.13;0;0.19
g4544;-0.25;-0.53;-0.27;-0.4;g4544;-0.1;-0.14;-0.14;0.53;g4544;0.15;0.4;-0.03;0.2;g4544;0.01;-0.17;0.49;0.19;g4544;-0.01;0;0.22;0.05;g4544;0.1;0.54;0.25;0.18;g4544;-0.1;0.17;0;0.29
g4587;-0.01;0;-0.38;0.04;g4587;-0.05;0;0.13;-0.31;g4587;-0.05;0;0.14;0.23;g4587;-0.19;0;0.33;-0.31;g4587;-0.19;0;0.25;0.25;g4587;-0.01;0;0.03;0.33;g4587;-0.43;0;-0.12;-0.05
g4633;0.1;0;-0.08;-0.35;g4633;0.02;0;-0.19;0.71;g4633;0.05;0;0.27;0.48;g4633;0.05;0;0.37;0.03;g4633;-0.17;0;0.49;0.25;g4633;0.09;0;0.08;-0.02;g4633;-0.14;0.6;0.09;-0.19
g4642;0.5;-0.21;0.16;0.11;g4642;0.15;0.09;0.19;-0.09;g4642;-0.09;-0.04;0.33;-0.07;g4642;0.11;-0.07;-0.18;-0.04;g4642;-0.23;0.33;0.28;0.11;g4642;0.02;0;0.02;0.09;g4642;-0.42;0.42;0.08;0.01
g4665;0.22;-0.02;-0.14;-0.3;g4665;-0.12;0.01;0.29;0.13;g4665;-0.03;0.08;0.1;0.11;g4665;0.08;-0.2;-0.16;-0.02;g4665;0.04;0.69;0.2;0.25;g4665;-0.11;-0.4;-0.08;0.25;g4665;-0.24;0.27;0;0.16
g4778;0;0.66;0.25;-0.14;g4778;-0.19;-0.22;0.39;-0.26;g4778;-0.09;0.02;0.26;-0.16;g4778;-0.58;-0.02;-1.02;0.04;g4778;-0.21;-0.05;-0.79;-0.14;g4778;0.47;0.03;-0.43;-0.28;g4778;0.02;0.32;-0.39;-0.57
g4790;0.91;-0.88;0.57;-0.46;g4790;-0.14;-0.11;-0.37;-0.04;g4790;0.02;-1.55;-0.21;-0.17;g4790;-0.14;-0.22;0.4;-0.13;g4790;0;0.14;-0.04;-0.1;g4790;-0.06;-0.63;0.1;-0.28;g4790;-0.35;-0.35;0.08;0.14
g4806;0.06;0.57;-0.89;-0.13;g4806;-0.17;-0.21;-0.08;-0.23;g4806;-0.08;-0.17;-0.15;0.31;g4806;-0.41;0.38;-0.57;0.02;g4806;-0.21;-0.19;-0.23;0.26;g4806;0.09;-0.34;-0.23;-0.07;g4806;-0.05;-1.11;0.17;0.25
g4835;0.16;0;-0.21;0.1;g4835;-0.19;0;0;0.01;g4835;0.17;0;-0.03;-0.07;g4835;0.17;0;-0.01;-0.09;g4835;-0.29;0;0.19;0.34;g4835;0.05;0;-0.06;0.25;g4835;-0.29;0;0.14;-0.15
g4886;0.09;-0.58;-1.93;-0.21;g4886;-0.41;-0.26;-1.09;-0.15;g4886;-0.14;0.15;0.1;0.13;g4886;0.07;0.18;1.12;0.21;g4886;0.31;0;1;0.45;g4886;0.22;0.12;0.42;0.75;g4886;0.91;0;0.13;0.45
g4919;0.3;0.31;0.74;-0.01;g4919;-0.37;0;-0.25;0.25;g4919;-0.17;0.41;-0.36;0.01;g4919;0.01;0.02;0.19;0.16;g4919;0.11;0;0.13;-0.51;g4919;0.37;0.66;0.04;-0.14;g4919;-0.28;-0.37;-0.06;-0.06
g4930;-0.44;0.33;-0.1;-0.31;g4930;-0.29;0.28;-0.39;0.21;g4930;-0.04;-0.37;-0.2;0.11;g4930;0.15;0.42;0.3;-0.31;g4930;0.42;0.56;-0.39;0.29;g4930;0.37;0.18;0.01;0.58;g4930;0;1.05;0.41;0.11
g4938;-0.03;0.84;0.29;0.59;g4938;-0.08;-0.43;-0.43;0.17;g4938;-0.11;-0.74;-0.15;-0.04;g4938;0.05;0.03;0.44;0.38;g4938;0.73;0.08;0.76;-0.2;g4938;0.26;0.29;0.27;-0.33;g4938;-0.38;-0.07;0.43;-0.13
g5111;0.1;0.5;-0.41;-0.06;g5111;0.06;-0.11;0.43;-0.02;g5111;-0.06;-0.06;0.25;0.02;g5111;-0.46;-0.34;-0.42;0.09;g5111;-0.12;0;-0.05;-0.08;g5111;-0.3;0.09;-0.17;-0.28;g5111;-0.03;0.11;0.05;-0.15
g5140;0.98;-0.17;0.77;-0.5;g5140;-0.53;0.02;-0.19;0.2;g5140;-0.07;-0.28;0.14;0.31;g5140;0.3;0.16;0.57;-0.06;g5140;0.32;0.22;-0.05;0.28;g5140;0.02;-0.28;-0.07;0.37;g5140;-0.2;0.06;-0.26;0.3
g5155;-0.18;0.18;-0.58;0.15;g5155;0.14;0.05;-0.21;0;g5155;0;-0.26;-0.28;-0.08;g5155;0.02;-0.29;0.01;-0.05;g5155;-0.08;0.27;0.49;0;g5155;0.06;-0.15;-0.44;-0.07;g5155;-0.13;-0.33;-0.24;0.07
g5163;0.09;0.5;0.14;-0.07;g5163;-0.19;-0.18;-0.4;0.16;g5163;-0.25;-0.41;0.2;0.3;g5163;0.11;-0.16;0.66;-0.3;g5163;0.04;0.43;0.24;0.04;g5163;0.01;-0.14;0.36;0.3;g5163;-0.29;0.3;0.2;-0.11
g5194;-0.1;-0.05;0;0.21;g5194;-0.04;-0.05;-0.22;0.05;g5194;0.13;-0.1;0.33;-0.05;g5194;0;-0.27;0.18;-0.3;g5194;-0.28;0.61;0.61;0.12;g5194;0;-0.29;0.44;0.08;g5194;-0.3;0.16;0.18;-0.03
g5234;0.28;0.66;-0.84;0.3;g5234;0.25;0.69;-0.32;-0.21;g5234;-0.18;-0.66;-0.04;-0.11;g5234;-0.22;-0.5;0.03;0.05;g5234;-0.25;0.15;0.39;-0.13;g5234;-0.14;-0.63;0.28;-0.33;g5234;-0.44;0.29;0.07;0.04
g5296;-0.04;-0.35;-0.04;-0.02;g5296;-0.25;-0.17;0.01;0.14;g5296;0.16;-0.29;-0.07;0;g5296;0;0.48;0.22;0.19;g5296;-0.02;0.31;0.09;-0.12;g5296;0.19;0.35;0.05;0.04;g5296;-0.14;0.38;0;0.4
g5305;-0.32;0.07;-0.34;-0.15;g5305;-0.35;-0.4;0.05;0.38;g5305;0.12;0.39;0.02;0.26;g5305;-0.04;0.23;-0.03;-0.06;g5305;-0.17;-0.15;-0.63;0.23;g5305;0.19;0.19;0.02;0.3;g5305;0.23;0.05;0;0.06
g5385;0.12;0;-0.39;-0.14;g5385;-0.16;0.2;-0.13;0.06;g5385;-0.12;-0.53;-0.04;0.33;g5385;-0.2;-0.38;0.09;-0.02;g5385;-0.18;0.11;0.4;0.26;g5385;0.05;-0.36;-0.02;0.04;g5385;-0.24;0.32;0.13;0.3
g5393;-0.36;0.19;-0.12;-0.05;g5393;-0.14;-0.19;0.15;0.15;g5393;0.32;0.17;0.08;0.23;g5393;0.14;-0.08;-0.33;0.08;g5393;-0.01;0;0;0.25;g5393;0.2;0.1;-0.08;-0.11;g5393;0;0.93;0;0.36
g5432;0.43;-0.1;-0.63;-0.33;g5432;0.2;0.56;0.45;-0.08;g5432;-0.02;0.58;0.37;-0.06;g5432;-0.51;-0.06;-0.22;-0.06;g5432;-0.64;-0.29;0.34;-0.01;g5432;-0.33;-0.18;-0.25;0.04;g5432;-0.64;-0.6;-0.3;-0.12
g5434;-0.4;-0.11;-0.55;-0.09;g5434;0.25;0.05;-0.2;0.03;g5434;0;-0.21;0.41;-0.14;g5434;-0.21;-0.26;0.09;-0.01;g5434;0;-0.08;-0.13;-0.33;g5434;0.08;-0.55;0.33;-0.27;g5434;0.19;0.05;-0.02;-0.15
g5564;0.13;-0.7;-0.42;0.17;g5564;-0.03;0.1;0.34;-0.17;g5564;0.03;-0.07;0.43;-0.01;g5564;0.15;-0.36;0.08;-0.03;g5564;-0.11;-0.26;-0.1;-0.17;g5564;-0.01;0;0.29;-0.1;g5564;-0.15;-0.08;-0.27;-0.3
g5570;0.23;-0.15;-0.4;0.04;g5570;-0.06;0.12;0.28;0.04;g5570;-0.01;-0.08;-0.02;0.02;g5570;0.01;-0.1;0.09;-0.33;g5570;-0.28;0.86;0.29;0.06;g5570;-0.12;-0.07;-0.08;0;g5570;-0.24;-0.15;0.02;-0.2
g5579;0.49;0.28;1.37;-0.22;g5579;-0.33;0.37;-0.68;0.2;g5579;-0.41;-0.26;-0.85;0.06;g5579;-0.2;-0.15;0.35;0.09;g5579;0.07;-0.16;0.3;-0.26;g5579;0.16;-0.53;-0.06;-0.48;g5579;-0.35;0.09;-0.37;0.12
g5583;0.16;0.23;0.54;-0.05;g5583;-0.45;-0.18;-0.57;-0.12;g5583;-0.16;-0.32;-0.55;0.22;g5583;-0.14;-0.26;0.52;-0.23;g5583;0.15;-0.03;0.47;0.28;g5583;0.58;-0.26;0.04;-0.13;g5583;-0.18;-0.02;0;-0.05
g5622;-0.16;0.23;0.41;-0.74;g5622;0;0.38;-0.05;0.59;g5622;0.16;0.16;-0.41;0.42;g5622;-0.29;-0.17;0.01;-0.25;g5622;-0.16;0.29;0.19;0.39;g5622;0.47;0.06;-0.2;0;g5622;-0.19;0.18;0;0.2
g5716;0.07;0.52;-0.54;-0.36;g5716;-0.04;-0.22;0.48;-0.05;g5716;-0.22;-0.2;0.49;0.32;g5716;0.17;0.59;0.27;-0.16;g5716;-0.04;0.07;-0.12;-0.25;g5716;0.1;-0.65;0.15;0.13;g5716;-0.18;-0.32;-0.06;-0.16
g5773;0.18;0.29;-0.29;-0.07;g5773;-0.07;-0.01;0.02;0.15;g5773;0.09;-0.32;-0.01;0.2;g5773;0.42;-0.23;-0.04;-0.23;g5773;0.14;0.1;0.19;0.18;g5773;-0.1;-0.44;0.12;0.18;g5773;-0.26;0.03;0.16;0.03
g5780;-0.45;0;0.68;0.1;g5780;-0.32;0;-0.1;0.75;g5780;0.23;0.49;-0.1;0.32;g5780;0.26;0.3;-2.26;-0.41;g5780;0.11;0;0.06;0;g5780;0.11;0.35;-0.05;0.02;g5780;-0.13;0;0.49;-0.09
g5782;0.94;-0.26;-0.59;-0.57;g5782;-0.25;-0.15;-0.01;0.37;g5782;-0.07;0.49;0.44;0.17;g5782;-0.2;-0.14;0.12;-0.36;g5782;-0.46;0;-0.64;0.38;g5782;-0.35;0.46;0.79;0.39;g5782;-0.46;0.22;0.44;0.75
g5792;0.06;0.55;-0.56;-0.24;g5792;0;0.09;0.8;0.05;g5792;-0.08;-0.73;-0.56;0.52;g5792;0.03;-0.08;-0.56;-0.31;g5792;-0.05;-0.15;-1.05;0.16;g5792;0.13;-0.55;-0.05;-0.68;g5792;-0.3;0.22;-0.37;0.24
g5795;-0.34;0.59;0.1;-0.52;g5795;-0.15;0.59;0.04;0.22;g5795;0.13;-0.6;0.01;0.41;g5795;0.09;-0.64;0.04;-0.34;g5795;-0.03;0.43;-0.35;0.2;g5795;0.25;-0.64;-0.04;0.35;g5795;-0.19;0.21;0.21;0.04
g5828;-0.4;-0.09;-0.08;-0.01;g5828;0.19;-0.13;-0.15;-0.16;g5828;-0.01;-0.07;-0.03;-0.34;g5828;-0.52;0.1;-0.63;0.15;g5828;0.05;-0.13;0.21;-0.18;g5828;0.11;0.21;-0.18;-0.36;g5828;0.01;0.1;0.27;0.06
g5835;0.02;-0.18;0.09;-0.1;g5835;0.18;-0.05;0.09;0.31;g5835;-0.09;0.56;0.18;0.08;g5835;-0.09;0.16;0.14;-0.01;g5835;-0.25;-0.08;-0.44;-0.23;g5835;0.01;0.5;0.24;-0.28;g5835;-0.06;0;0;-0.19
g5849;-0.04;0.25;0.06;0.03;g5849;0.09;-0.04;-0.27;-0.23;g5849;-0.09;0;0.08;-0.13;g5849;-0.18;0;-0.02;-0.27;g5849;-0.11;0.11;-0.88;-0.23;g5849;0.04;-0.04;0.28;-0.21;g5849;-0.14;0.13;0.18;-0.29
g5914;0.27;0.29;0.22;-0.31;g5914;-0.15;-0.07;0.2;0.12;g5914;0.08;-0.08;0.37;0.2;g5914;-0.06;-0.14;0.03;0.03;g5914;-0.19;0.1;-0.95;0.17;g5914;-0.01;-0.22;0.32;0;g5914;-0.37;-0.13;-0.25;0.23
g5917;-0.12;0.58;0;-0.34;g5917;0.17;0;0.16;0.37;g5917;0.2;-0.41;-0.06;0.18;g5917;-0.09;-0.53;-0.05;0.28;g5917;-0.15;0.17;0.14;0.03;g5917;0;-0.24;0.03;-0.39;g5917;0.27;0.55;0;-0.3
g5949;-0.03;-0.06;-0.23;-0.04;g5949;0.13;0.07;0.33;-0.22;g5949;0.01;0;0.1;-0.4;g5949;-0.17;0;-0.11;0.08;g5949;0.04;0.07;-0.17;-0.2;g5949;0.19;0;-0.16;-0.06;g5949;-0.32;-0.27;0;-0.23
g5976;0.21;-0.37;-0.02;-0.42;g5976;0.03;0.11;0.2;0.07;g5976;0.15;-0.47;0.28;0.09;g5976;-0.22;-0.13;0.33;0.3;g5976;-0.14;0;-0.21;0.09;g5976;-0.32;0.02;0.07;-0.22;g5976;-0.3;-0.25;-0.14;0.07
g6000;-0.26;-0.53;0.25;0.02;g6000;-0.01;-0.02;0.42;0.27;g6000;0.06;0.68;0.2;-0.27;g6000;-0.28;0.12;-0.17;0.22;g6000;-0.01;0.59;-0.87;-0.04;g6000;-0.12;0.27;0.1;-0.28;g6000;-0.2;-0.13;-0.72;-0.1
g6022;-0.34;-0.33;-0.31;-0.04;g6022;0;-0.14;-1.24;0.19;g6022;0.16;0.22;0.58;-0.45;g6022;0.14;0.41;0.55;0.06;g6022;0;0.18;0.81;-0.08;g6022;0.19;0.19;0.34;-0.26;g6022;-0.26;1.58;0.25;0.07
g6046;-0.13;0.26;0.09;-0.13;g6046;0.13;0.29;0.02;0.24;g6046;0.13;-1.13;-0.15;-0.35;g6046;-0.21;-0.33;0.03;0.17;g6046;-0.06;0.23;-0.04;0.2;g6046;0.02;-0.48;-0.24;-0.15;g6046;-0.06;0.58;0;0.1
g6054;0.12;-0.21;-0.15;-0.14;g6054;0.12;-0.09;-0.25;0.12;g6054;-0.22;-0.04;0.14;0.02;g6054;-0.3;0.66;-0.23;0.04;g6054;-0.12;0.06;-0.62;0.04;g6054;-0.2;-0.94;-0.23;-0.12;g6054;-0.2;0.12;-0.17;-0.07
g6068;0.34;-0.25;0.3;0.3;g6068;0;-0.57;-0.06;-0.28;g6068;0.01;0.23;0.27;-0.01;g6068;-0.19;0.5;0.05;-0.3;g6068;0.35;0;-0.3;0.12;g6068;-0.1;0.31;0.13;-0.97;g6068;0;0;-0.2;-0.48




;c0;c0;c0;c0;c0;c0;c0;;c1;c1;c1;c1;c1;c1;c1;;c2;c2;c2;c2;c2;c2;c2;;c3;c3;c3;c3;c3;c3;c3;;
;t2;t7;t8;t10;t11;t12;t13;;t2;t7;t8;t10;t11;t12;t13;;t2;t7;t8;t10;t11;t12;t13;;t2;t7;t8;t10;t11;t12;t13;;
g29;-0.5;0.13;-0.08;-0.15;0.14;-0.1;0.1;g29;-0.3;-0.2;0.62;0.36;-0.41;0.39;-0.08;g29;-0.23;-0.1;-0.1;-0.04;-0.01;0.14;0;g29;0;-0.17;-0.06;-0.13;0.19;-0.15;0.42
g57;-0.9;0.23;0.1;-0.34;0.24;-0.07;0.06;g57;0.74;0.15;-0.53;0.12;-0.25;-0.27;-0.67;g57;0.71;0.22;-0.19;-0.34;-0.28;-0.43;0;g57;0;0.12;-0.08;0.16;-0.48;-0.41;-0.01
g65;0.28;0.04;0.04;-0.29;-0.11;0.05;0;g65;-0.12;0.18;0.13;-0.04;-0.04;0.06;-0.12;g65;-0.15;0;0.28;0;-0.74;0.85;-0.15;g65;-0.15;0.09;0.17;0.19;-0.08;-0.18;0.36
g67;0.17;0.39;0.33;-0.54;-0.2;-0.04;-0.54;g67;1.09;-1.1;-0.1;0.04;0;0.99;-0.48;g67;-0.25;-0.19;-0.51;-1.02;-0.83;0.08;-1.66;g67;0.03;-0.05;0.14;0.12;-0.09;-0.29;-0.39
g70;0;0;0;0;0;0;0;g70;0.19;-0.2;0;-0.13;0;0.05;0.14;g70;0;0;0;0;0;0;0;g70;0;0;0;0;0;0;0
g82;-0.04;0.31;-0.15;-0.39;-0.04;0.04;-0.15;g82;0;-0.51;0.42;0.36;-0.46;0.1;-0.01;g82;0.04;-0.01;-0.25;-0.04;-0.16;0.01;0;g82;-0.05;-0.08;-0.41;0.04;-0.31;-0.2;0.06
g348;-0.41;0;-0.05;-0.1;0.04;-0.04;0.18;g348;-0.39;-0.21;0.44;0.02;-0.03;0.03;-0.15;g348;0.56;-0.07;-0.54;-2.73;0.17;-0.39;0.5;g348;-0.69;0.61;0.37;-0.02;0.11;0.07;-0.02
g379;0.78;-0.41;-0.23;-0.11;0;-0.17;-0.2;g379;-0.87;-0.22;-0.2;-0.16;0.17;0.33;0.24;g379;-0.05;-0.34;-0.14;0.6;0.41;0.23;0.26;g379;0.06;-0.04;0.31;-0.43;0.56;0.78;0.48
g400;0.37;0.16;-0.17;-0.18;0.02;-0.14;-0.06;g400;-0.4;-0.94;-0.47;-0.61;-0.37;-0.63;-0.58;g400;0.06;-0.4;-0.49;-0.28;-0.25;-0.14;0.17;g400;0.44;-0.36;0.07;-0.87;0.15;-0.25;0.05
g445;0.81;-0.24;-0.51;-0.22;-0.01;-0.17;-0.57;g445;0;-0.13;0;0;0;0;0;g445;-0.91;-0.27;0.12;0.34;0.2;0.23;-0.27;g445;0.17;-0.24;0.07;-0.46;0.64;0.42;0.2
g489;-0.09;0.06;0.25;-0.1;0.14;0.09;-0.04;g489;0.18;-0.23;-0.34;0.06;-0.34;0.15;-0.41;g489;-0.33;0.1;0.1;-0.05;0.21;0.08;-0.29;g489;0.16;0.08;-0.12;0.1;-0.28;0.07;0
g515;0.22;0.06;0.17;0.31;-0.07;0;-0.19;g515;-0.06;-0.53;0.09;0.21;-0.34;0.2;-0.41;g515;-0.49;0.27;0.06;-0.31;-0.34;-0.42;-0.81;g515;0;0.22;-0.15;-0.07;0.13;0.15;0.22
g523;0.13;0.27;-0.07;-0.26;-0.25;-0.08;-0.21;g523;0;0;0;0.66;0;0;-0.12;g523;0.56;0.02;-0.31;-0.24;-0.28;-0.36;-0.18;g523;-0.11;-0.39;-0.22;0.05;-0.41;-0.35;-0.07
g543;0.13;0.17;0.26;0.24;0.17;-0.01;-0.07;g543;0;0;0;0;0;0;0;g543;0.41;0.26;0.09;0;0.17;0.28;-0.11;g543;0.13;0.15;-0.11;0.08;-0.26;-0.06;-0.03
g594;-0.32;0.31;0.29;-0.2;0;0.14;-0.03;g594;0.37;0.81;-0.32;-0.83;-0.55;-0.49;0.02;g594;-0.95;0.64;0.46;-0.6;-0.33;0.26;0.13;g594;-0.41;0.26;0.38;0.6;0.26;0.24;-0.08
g607;0.04;0.22;0;-0.06;0.14;-0.09;-0.14;g607;-0.14;-0.27;0.12;-0.14;-0.38;-0.11;-0.11;g607;-0.07;0.34;0.2;-0.34;-0.41;-0.01;0;g607;0.34;0;0;0.06;-0.3;-0.06;0.08
g644;-0.02;0.04;-0.16;-0.18;-0.09;0.06;-0.15;g644;0.43;-0.1;-0.23;0.05;0.13;0.02;0.1;g644;-0.24;0.22;0.05;0.1;0.29;0.19;-0.1;g644;-0.13;0.13;-0.13;-0.41;0.07;-0.08;0.08
g654;-0.49;0.29;0.04;-0.22;-0.14;0.17;-0.03;g654;0.41;0.05;-0.24;-0.48;0.03;-0.39;0.03;g654;-0.36;0.2;0.19;-0.26;0.11;0.18;0.03;g654;0;-0.34;-0.17;-0.02;-0.34;-0.36;-0.19
g663;0.13;-0.37;-0.08;0.47;-0.07;0.11;-0.28;g663;-0.73;0.08;-0.22;0.38;0.47;0.49;-0.09;g663;-0.58;-0.19;0.3;0.48;-0.07;0.65;0.51;g663;0.16;0.15;-0.08;0.24;0.08;0.04;0.5
g677;-0.36;0.18;0.16;0.3;0.07;0;0.01;g677;-0.04;-0.65;0.4;-0.29;0.04;0.14;0.02;g677;0.62;0.3;-0.05;-0.23;-0.51;0.37;0.02;g677;0.56;-0.45;-0.08;-0.04;-0.28;-0.37;-0.13
g685;-0.14;0.31;0.21;-0.07;0.18;0;-0.21;g685;-0.23;-0.74;-0.18;0.14;-0.54;0.18;0.09;g685;-0.31;0.54;0.46;-0.42;0.04;0.31;-0.1;g685;0.03;-0.08;-0.16;0.3;-0.29;-0.29;0.03
g702;-0.65;0.4;0.03;-0.23;0.02;-0.16;0.18;g702;0.01;-0.06;-0.14;-0.02;-0.05;-0.19;0.36;g702;-0.01;0.31;-0.19;-0.27;-0.23;0.15;0;g702;-0.12;0.35;-0.01;0;-0.08;-0.28;-0.09
g709;0.24;0.15;-0.02;0.4;0.05;0.08;-0.31;g709;-0.52;-0.29;0.43;-0.14;-0.17;0.23;-0.25;g709;-1.48;0.42;0.79;0.25;-0.07;0.1;0;g709;-0.1;0.04;0.05;-0.23;0.34;0.66;0.37
g782;0.19;0;-0.42;-0.2;-0.11;-0.6;-0.41;g782;-0.21;-0.36;0.17;-0.32;0.56;0.31;-0.19;g782;0.13;-0.06;-0.02;-0.06;-0.16;0.24;-0.38;g782;0.05;-0.08;-0.21;-0.23;0.2;-0.53;-0.25
g923;0.62;0;-0.07;-0.19;-0.17;-0.23;-0.23;g923;-0.48;0.39;0;-0.49;0.37;-0.33;0.52;g923;-0.06;-0.42;-0.15;0.01;0.02;-0.01;0;g923;0.56;0.08;0.09;-0.66;-0.1;-0.24;-0.35
g926;-0.12;0.76;0.02;-0.4;-0.15;-0.15;-0.06;g926;0.12;0.09;-0.41;-0.33;0.45;-0.28;0.2;g926;0.01;0.21;0.2;-0.25;-0.74;-0.23;0.15;g926;-0.2;-0.05;-0.38;0.24;-0.4;-0.17;-0.33
g947;0.25;0.08;0.06;0.14;-0.37;-0.26;-0.25;g947;-0.43;0;0;0;0.56;0;0.08;g947;-0.75;-0.16;-0.2;0.01;0.15;0.32;0;g947;0.22;0.63;0.32;0.39;0.31;-0.05;0.03
